name,translation,zip_code,state_name,state_abbreviation,city,latitude,longitude
Texas Wesleyan University,德克萨斯州卫斯理大学,76105-1536,Texas,TX,Fort Worth,32.733314,-97.279631
Texas Woman's University,得克萨斯女子大学,76201,Texas,TX,Denton,33.227002,-97.129088
Trinity University,三一大学,78212-7200,Texas,TX,San Antonio,29.46286,-98.482577
The University of Texas Health Science Center at Houston,得克萨斯大学健康科学中心的休斯敦大学,77030,Texas,TX,Houston,29.702873,-95.403183
Texas Tech University Health Sciences Center,德州理工大学健康科学中心,79430,Texas,TX,Lubbock,33.593227,-101.89359
Wayland Baptist University,韦兰浸会大学,79072,Texas,TX,Plainview,34.186673,-101.729564
West Texas A & M University,西得克萨斯州A与M大学,79016-0001,Texas,TX,Canyon,34.981996,-101.9158
Wiley College,威利学院,75670,Texas,TX,Marshall,32.537646,-94.376821
Brigham Young University-Provo,杨百翰大学 - 普罗沃,84602,Utah,UT,Provo,40.250851,-111.649281
Brigham Young University-Hawaii,杨百翰大学夏威夷分校,96762-1294,Hawaii,HI,Laie,21.641172,-157.925358
Dixie State University,迪克西州立大学,84770-3876,Utah,UT,Saint George,37.103875,-113.565894
Snow College,雪学院,84627,Utah,UT,Ephraim,39.361112,-111.581543
Southern Utah University,南犹他大学,84720,Utah,UT,Cedar City,37.674617,-113.070146
Stevens-Henager College-Ogden,史蒂文斯Henager学院 - 奥格登,84401,Utah,UT,West Haven,41.232847,-112.011617
Stevens-Henager College of Business-Provo,商务普罗沃的史蒂文斯Henager学院,84058,Utah,UT,Orem,40.269691,-111.713264
Utah State University,犹他州立大学,84322-1400,Utah,UT,Logan,41.740748,-111.81391
Utah Valley University,犹他谷大学,84058-5999,Utah,UT,Orem,40.278512,-111.717058
University of Utah,犹他大学,84112-9008,Utah,UT,Salt Lake City,40.762484,-111.846044
Weber State University,韦伯州立大学,84408-1137,Utah,UT,Ogden,41.19258,-111.94484
Westminster College,威斯敏斯特学院,84105,Utah,UT,Salt Lake City,40.731495,-111.855553
Bennington College,本宁顿学院,05201-6003,Vermont,VT,Bennington,42.92004,-73.237498
Burlington College,伯灵顿学院,5401,Vermont,VT,Burlington,44.49117,-73.228181
Castleton State College,卡斯尔顿州立学院,5735,Vermont,VT,Castleton,43.607982,-73.181486
Champlain College,尚普兰学院,5401,Vermont,VT,Burlington,44.47295,-73.204354
Goddard College,戈达德学院,05667-9432,Vermont,VT,Plainfield,44.27912,-72.437252
Green Mountain College,绿山学院,05764-1199,Vermont,VT,Poultney,43.517134,-73.241107
Johnson State College,约翰逊州立学院,05656-9464,Vermont,VT,Johnson,44.641736,-72.671154
Lyndon State College,林登州立大学,05851-0919,Vermont,VT,Lyndonville,44.53433,-72.024563
Marlboro College,万宝路学院,05344-0300,Vermont,VT,Marlboro,42.839603,-72.736552
Middlebury College,米德尔伯里学院,5753,Vermont,VT,Middlebury,44.009117,-73.176068
Norwich University,诺维奇大学,05663-1035,Vermont,VT,Northfield,44.139402,-72.660129
Saint Michael's College,圣迈克尔学院,5439,Vermont,VT,Colchester,44.494212,-73.163136
SIT Graduate Institute,SIT研究所,05302-0676,Vermont,VT,Brattleboro,42.891035,-72.56738
College of St Joseph,圣约瑟夫学院,05701-3899,Vermont,VT,Rutland,43.599777,-73.007033
Southern Vermont College,南佛蒙特学院,05201-6002,Vermont,VT,Bennington,42.867031,-73.21866
Sterling College,斯特林大学,05827-0072,Vermont,VT,Craftsbury Common,44.65225,-72.382372
Vermont Law School,佛蒙特法学院,05068-0096,Vermont,VT,South Royalton,43.821797,-72.52207
Vermont Technical College,佛蒙特州技术学院,05061-0500,Vermont,VT,Randolph Center,43.939321,-72.605179
University of Vermont,佛蒙特大学,05405-0160,Vermont,VT,Burlington,44.479262,-73.198128
Averett University,Averett大学,24541,Virginia,VA,Danville,36.577273,-79.413214
Bluefield College,布卢菲尔德学院,24605,Virginia,VA,Bluefield,37.245681,-81.244879
Bridgewater College,布里奇沃特学院,22812-1599,Virginia,VA,Bridgewater,38.378391,-78.969011
College of William and Mary,威廉与玛丽学院,23187-8795,Virginia,VA,Williamsburg,37.27195,-76.709395
Regent University,摄政大学,23464,Virginia,VA,Virginia Beach,36.800929,-76.192844
Christopher Newport University,克里斯托弗纽波特大学,23606-3072,Virginia,VA,Newport News,37.061502,-76.486978
Jefferson College of Health Sciences,健康科学学院杰斐逊,24013,Virginia,VA,Roanoke,37.26618,-79.939711
Eastern Virginia Medical School,东弗吉尼亚医学院,23507,Virginia,VA,Norfolk,36.861681,-76.300768
Emory & Henry College,埃默里 - 亨利学院,24327-0947,Virginia,VA,Emory,36.772543,-81.831737
Eastern Mennonite University,东方门诺派大学,22802-2462,Virginia,VA,Harrisonburg,38.478611,-78.876077
Ferrum College,福莱姆学院,24088-9000,Virginia,VA,Ferrum,36.926648,-80.020864
George Mason University,乔治·梅森大学,22030-4444,Virginia,VA,Fairfax,38.83088,-77.30794
Hampden-Sydney College,汉普登 - 悉尼学院,23943-0128,Virginia,VA,Hampden-Sydney,37.242482,-78.461371
Hampton University,汉普顿大学,23668-0099,Virginia,VA,Hampton,37.022084,-76.337647
Hollins University,霍林斯大学,24020,Virginia,VA,Roanoke,37.354629,-79.942196
James Madison University,詹姆斯·麦迪逊大学,22807,Virginia,VA,Harrisonburg,38.435332,-78.871663
Liberty University,自由大学,24515,Virginia,VA,Lynchburg,37.350345,-79.179688
Longwood University,朗伍德大学,23909,Virginia,VA,Farmville,37.301073,-78.395789
Lynchburg College,林奇堡学院,24501-3113,Virginia,VA,Lynchburg,37.397678,-79.184153
Mary Baldwin College,玛丽·鲍德温学院,24401,Virginia,VA,Staunton,38.154799,-79.068325
University of Mary Washington,玛丽·华盛顿大学,22401-5300,Virginia,VA,Fredericksburg,38.302206,-77.474392
Marymount University,Marymount大学,22207-4224,Virginia,VA,Arlington,38.905552,-77.128799
Sentara College of Health Sciences,健康科学学院森塔拉,23320,Virginia,VA,Chesapeake,36.777001,-76.242722
Norfolk State University,诺福克州立大学,23504-8000,Virginia,VA,Norfolk,36.848262,-76.26393
Old Dominion University,Old Dominion大学,23529,Virginia,VA,Norfolk,36.884919,-76.309653
Radford University,瑞德福大学,24141-0672,Virginia,VA,Radford,37.136914,-80.549731
Randolph-Macon College,伦道夫 - 梅肯学院,23005-5505,Virginia,VA,Ashland,37.749654,-77.472253
Randolph College,兰多夫学院,24503-1555,Virginia,VA,Lynchburg,37.437429,-79.17079
Bon Secours Memorial College of Nursing,护理邦·希克斯·戴纪念中学,23227-1149,Virginia,VA,Richmond,37.646876,-77.433191
University of Richmond,里士满大学,23173,Virginia,VA,University of Richmond,37.577625,-77.538702
Roanoke College,罗阿诺克学院,24153-3794,Virginia,VA,Salem,37.29686,-80.056433
Shenandoah University,雪兰多大学,22601-5195,Virginia,VA,Winchester,39.166058,-78.158376
Southern Virginia University,南弗吉尼亚大学,24416,Virginia,VA,Buena Vista,37.740669,-79.350296
Sweet Briar College,斯威特布赖尔学院,24595-9998,Virginia,VA,Sweet Briar,37.556317,-79.079735
Union Presbyterian Seminary,联盟长老会学院,23227,Virginia,VA,Richmond,37.578935,-77.449317
The University of Virginia's College at Wise,弗吉尼亚州的大学在明智大学,24293-4400,Virginia,VA,Wise,36.971468,-82.558728
Virginia Intermont College,弗吉尼亚州山间学院,24201,Virginia,VA,Bristol,36.605006,-82.17614
Virginia Polytechnic Institute and State University,弗吉尼亚理工学院和州立大学,24061-0131,Virginia,VA,Blacksburg,37.228561,-80.423267
Virginia Commonwealth University,弗吉尼亚联邦大学,23284-2512,Virginia,VA,Richmond,37.547631,-77.453597
University of Virginia-Main Campus,弗吉尼亚主校区的大学,22903-2628,Virginia,VA,Charlottesville,38.036546,-78.502599
Virginia Military Institute,弗吉尼亚军事学院,24450-0304,Virginia,VA,Lexington,37.790644,-79.435737
Virginia University of Lynchburg,林奇堡弗吉尼亚大学,24501,Virginia,VA,Lynchburg,37.395135,-79.151518
Virginia State University,弗吉尼亚州立大学,23806,Virginia,VA,Petersburg,37.236453,-77.419886
Virginia Union University,弗吉尼亚联合大学,23220,Virginia,VA,Richmond,37.561864,-77.450954
Virginia Wesleyan College,弗吉尼亚卫斯理学院,23502-5599,Virginia,VA,Norfolk,36.868417,-76.18606
Washington and Lee University,华盛顿和李大学,24450-2116,Virginia,VA,Lexington,37.787832,-79.445724
Bellevue College,贝尔维尤学院,98007-6484,Washington,WA,Bellevue,47.584778,-122.149955
Central Washington University,中央华盛顿大学,98926-7501,Washington,WA,Ellensburg,47.004957,-120.537716
Centralia College,森特勒利亚学院,98531-4099,Washington,WA,Centralia,46.716302,-122.960746
City University of Seattle,西雅图城市大学,98121,Washington,WA,Seattle,47.61734,-122.344331
Columbia Basin College,哥伦比亚盆地学院,99301,Washington,WA,Pasco,46.251547,-119.118609
Cornish College of the Arts,康沃尔艺术学院,98121,Washington,WA,Seattle,47.617883,-122.33614
Eastern Washington University,东华盛顿大学,99004-2496,Washington,WA,Cheney,47.491293,-117.589371
The Evergreen State College,常青州立学院,98505-0001,Washington,WA,Olympia,47.07382,-122.977492
Gonzaga University,冈萨加大学,99258-0001,Washington,WA,Spokane,47.668144,-117.403062
Heritage University,遗产大学,98948,Washington,WA,Toppenish,46.374571,-120.395287
Bastyr University,Bastyr凭借大学,98028-4966,Washington,WA,Kenmore,47.729935,-122.251708
Lake Washington Institute of Technology,技术的华盛顿湖学院,98034-8506,Washington,WA,Kirkland,47.705077,-122.167131
Trinity Lutheran College,三位一体路德学院,98201,Washington,WA,Everett,47.980328,-122.207663
Seattle Community College-North Campus,西雅图社区学院 - 北校区,98103-3599,Washington,WA,Seattle,47.69976,-122.33495
Northwest University,西北大学,98083-0579,Washington,WA,Kirkland,47.657743,-122.191505
Olympic College,奥林匹克学院,98337-1699,Washington,WA,Bremerton,47.575093,-122.635751
Pacific Lutheran University,太平洋路德大学,98447-0003,Washington,WA,Tacoma,47.145494,-122.445372
Peninsula College,半岛学院,98362,Washington,WA,Port Angeles,48.100618,-123.41248
University of Puget Sound,普吉特湾大学,98416,Washington,WA,Tacoma,47.263651,-122.479714
Saint Martin's University,圣马丁大学,98503-7500,Washington,WA,Lacey,47.04328,-122.815732
Seattle Community College-South Campus,西雅图社区学院，南校区,98106-1499,Washington,WA,Seattle,47.5475,-122.352672
Seattle Central College,西雅图中央大学,98122,Washington,WA,Seattle,47.616675,-122.321472
Seattle Pacific University,西雅图太平洋大学,98119-1997,Washington,WA,Seattle,47.649338,-122.362923
Seattle University,西雅图大学,98122-4340,Washington,WA,Seattle,47.610138,-122.3197
Walla Walla University,沃拉沃拉大学,99324-1198,Washington,WA,College Place,46.047,-118.389771
Washington State University,华盛顿州立大学,99164-5910,Washington,WA,Pullman,46.730448,-117.158168
University of Washington-Seattle Campus,华盛顿西雅图大学校园,98195-4550,Washington,WA,Seattle,47.656213,-122.313115
Western Washington University,西华盛顿大学,98225-9008,Washington,WA,Bellingham,48.737236,-122.484873
Whitman College,惠特曼学院,99362,Washington,WA,Walla Walla,46.07135,-118.33016
Whitworth University,惠氏大学,99251,Washington,WA,Spokane,47.753699,-117.418078
Alderson Broaddus University,奥尔德森布罗德斯大学,26416-2035,West Virginia,WV,Philippi,39.158067,-80.047728
Appalachian Bible College,阿巴拉契亚圣经学院,25880,West Virginia,WV,Mount Hope,37.853339,-81.20115
Bethany College,贝瑟尼学院,26032,West Virginia,WV,Bethany,40.204594,-80.56916
Bluefield State College,布卢菲尔德州立学院,24701,West Virginia,WV,Bluefield,37.26688,-81.235428
University of Charleston,查尔斯顿大学,25304,West Virginia,WV,Charleston,38.332577,-81.618667
Concord University,协和大学,24712,West Virginia,WV,Athens,37.423854,-81.005694
Davis & Elkins College,戴维斯和埃尔金斯学院,26241-3996,West Virginia,WV,Elkins,38.928693,-79.846391
Fairmont State University,费尔蒙特州立大学,26554-2470,West Virginia,WV,Fairmont,39.485925,-80.161844
Glenville State College,格伦维尔州立学院,26351-1292,West Virginia,WV,Glenville,38.935341,-80.833597
Marshall University,马歇尔大学,25755,West Virginia,WV,Huntington,38.42261,-82.43065
Ohio Valley University,俄亥俄河谷大学,26105-8000,West Virginia,WV,Vienna,39.31236,-81.5392
West Virginia University at Parkersburg,西弗吉尼亚大学帕克,26104,West Virginia,WV,Parkersburg,39.216379,-81.506192
Potomac State College of West Virginia University,西弗吉尼亚大学波托马克州立学院,26726,West Virginia,WV,Keyser,39.436935,-78.983175
Shepherd University,谢泼德大学,25443,West Virginia,WV,Shepherdstown,39.434319,-77.804844
West Virginia School of Osteopathic Medicine,骨科医学院的西弗吉尼亚州学校,24901,West Virginia,WV,Lewisburg,37.803879,-80.438644
West Virginia State University,西弗吉尼亚州立大学,25112-1000,West Virginia,WV,Institute,38.379002,-81.76802
West Virginia University Hospital Departments of Rad Tech and Nutrition,拉德技术和营养的西弗吉尼亚大学医院科室,26506-8062,West Virginia,WV,Morgantown,39.650535,-79.964727
West Liberty University,西自由大学,26074,West Virginia,WV,West Liberty,40.162473,-80.604054
West Virginia University Institute of Technology,西弗吉尼亚大学理工学院,25136,West Virginia,WV,Montgomery,38.179427,-81.325199
West Virginia Wesleyan College,西弗吉尼亚卫斯理学院,26201-2994,West Virginia,WV,Buckhannon,38.990476,-80.217094
West Virginia University,西弗吉尼亚大学,26506-6201,West Virginia,WV,Morgantown,39.63468,-79.953926
Wheeling Jesuit University,威林耶稣大学,26003,West Virginia,WV,Wheeling,40.070873,-80.690804
Alverno College,阿尔维诺学院,53234-3922,Wisconsin,WI,Milwaukee,42.983518,-87.965498
Madison Area Technical College,麦迪逊区技术学院,53704-2599,Wisconsin,WI,Madison,43.121624,-89.330294
Bellin College,贝林学院,54311,Wisconsin,WI,Green Bay,44.468277,-87.921722
Beloit College,伯洛伊特学院,53511-5595,Wisconsin,WI,Beloit,42.50363,-89.03147
Cardinal Stritch University,红衣主教史屈大学,53217-3985,Wisconsin,WI,Milwaukee,43.139752,-87.909045
Carroll University,卡罗尔大学,53186,Wisconsin,WI,Waukesha,43.004647,-88.227962
Carthage College,迦太基学院,53140-1994,Wisconsin,WI,Kenosha,42.622893,-87.820706
Columbia College of Nursing,护理的哥伦比亚学院,53212,Wisconsin,WI,Glendale,43.09748,-87.918171
Concordia University-Wisconsin,康考迪亚大学，威斯康星,53097-2402,Wisconsin,WI,Mequon,43.254217,-87.916628
Edgewood College,埃奇伍德学院,53711-1997,Wisconsin,WI,Madison,43.058727,-89.422122
Lakeland College,湖地学院,53073,Wisconsin,WI,Plymouth,43.841863,-87.884956
Lawrence University,劳伦斯大学,54911,Wisconsin,WI,Appleton,44.261323,-88.397822
Maranatha Baptist University,马拉纳瑟浸会大学,53094,Wisconsin,WI,Watertown,43.195709,-88.735055
Marian University,玛丽安大学,54935-4699,Wisconsin,WI,Fond Du Lac,43.777411,-88.420638
Marquette University,马凯特大学,53233,Wisconsin,WI,Milwaukee,43.038766,-87.928121
Medical College of Wisconsin,威斯康星医学院,53226-0509,Wisconsin,WI,Milwaukee,43.044108,-88.022698
Milwaukee Institute of Art & Design,密尔沃基艺术设计学院,53202-6003,Wisconsin,WI,Milwaukee,43.030917,-87.907925
Milwaukee School of Engineering,密尔沃基工学院,53202-3109,Wisconsin,WI,Milwaukee,43.045364,-87.907691
Mount Mary University,玛丽山大学,53222-4597,Wisconsin,WI,Milwaukee,43.072303,-88.030594
Nashotah House,Nashotah楼,53058-9793,Wisconsin,WI,Nashotah,43.093621,-88.414635
Northland International University,北国国际大学,54119-9285,Wisconsin,WI,Dunbar,45.58114,-88.095933
Northland College,北国学院,54806-3999,Wisconsin,WI,Ashland,46.578983,-90.874991
Ripon College,里彭学院,54971-0248,Wisconsin,WI,Ripon,43.842383,-88.8426
Sacred Heart School of Theology,神学的圣心学校,53132,Wisconsin,WI,Franklin,42.910829,-88.04438
Saint Norbert College,圣诺伯特学院,54115-2099,Wisconsin,WI,De Pere,44.444651,-88.067301
Silver Lake College of the Holy Family,圣家的银湖学院,54220-9319,Wisconsin,WI,Manitowoc,44.071038,-87.742961
Viterbo University,维泰博大学,54601-8804,Wisconsin,WI,La Crosse,43.802291,-91.244095
University of Wisconsin-Whitewater,威斯康星大学白水分校,53190-1790,Wisconsin,WI,Whitewater,42.835563,-88.742368
Wisconsin School of Professional Psychology,威斯康星职业心理学校,53225-4960,Wisconsin,WI,Milwaukee,43.105054,-88.026735
University of Wisconsin-Eau Claire,威斯康星大学欧克莱尔分校,54702-4004,Wisconsin,WI,Eau Claire,44.798431,-91.500432
University of Wisconsin-Green Bay,威斯康星州绿湾大学,54311-7001,Wisconsin,WI,Green Bay,44.531102,-87.920499
University of Wisconsin-La Crosse,威斯康星大学拉克罗斯分校,54601-9959,Wisconsin,WI,La Crosse,43.815295,-91.230149
Wisconsin Lutheran College,威斯康星路德学院,53226-4699,Wisconsin,WI,Milwaukee,43.036943,-88.022718
University of Wisconsin-Oshkosh,威斯康星奥什科什大学,54901,Wisconsin,WI,Oshkosh,44.024985,-88.549282
University of Wisconsin-Parkside,威斯康星柏丽大学,53141-2000,Wisconsin,WI,Kenosha,42.646074,-87.855407
University of Wisconsin-Stout,威斯康星大学斯托特分校,54751,Wisconsin,WI,Menomonie,44.88861,-91.929461
University of Wisconsin-Superior,威斯康星高级的大学,54880-4500,Wisconsin,WI,Superior,46.717548,-92.089039
University of Wisconsin-Madison,美国威斯康星大学麦迪逊分校,53706-1380,Wisconsin,WI,Madison,43.073858,-89.405356
University of Wisconsin-Milwaukee,威斯康星大学密尔沃基分校,53201-0413,Wisconsin,WI,Milwaukee,43.076848,-87.880488
University of Wisconsin-Platteville,威斯康星大学普拉特维尔分校,53818-3099,Wisconsin,WI,Platteville,42.733936,-90.492709
University of Wisconsin-River Falls,威斯康星大学河瀑分校,54022-5001,Wisconsin,WI,River Falls,44.852647,-92.625316
University of Wisconsin-Stevens Point,威斯康星大学 - 史蒂文大学,54481-3897,Wisconsin,WI,Stevens Point,44.529582,-89.570934
University of Wyoming,怀俄明大学,82071,Wyoming,WY,Laramie,41.311943,-105.57204
Stanford University,斯坦福大学,94305,California,CA,Stanford,37.431746,-122.182212
Purdue University-Main Campus,普渡大学，校本部,47907-2040,Indiana,IN,West Lafayette,40.428206,-86.914435
Parker University,帕克大学,75229-5668,Texas,TX,Dallas,32.880341,-96.893572
Widener University-Delaware Campus,威得恩大学，特拉华州校园,19803,Delaware,DE,Wilmington,39.816493,-75.548908
City College-Fort Lauderdale,城市学院 - 劳德代尔堡,33309,Florida,FL,Fort Lauderdale,26.18748,-80.17007
St John's College,圣约翰学院,87505-4599,New Mexico,NM,Santa Fe,35.666789,-105.912226
Yeshiva and Kollel Harbotzas Torah,叶史瓦和Kollel Harbotzas托拉,11230,New York,NY,Brooklyn,40.624029,-73.960994
Bais Medrash Elyon,白族Medrash伊勒伊罗安,10952,New York,NY,Monsey,41.113974,-74.06923
Antioch University-Los Angeles,安提俄克大学洛杉矶分校,90230-7615,California,CA,Culver City,33.98764,-118.384651
Antioch University-Santa Barbara,安提阿大学圣巴巴拉,93101,California,CA,Santa Barbara,34.418961,-119.695655
Antioch University-New England,安提阿大学，新英格兰,3431,New Hampshire,NH,Keene,42.932344,-72.293798
Antioch University-Seattle,安提阿大学西雅图,98121-1814,Washington,WA,Seattle,47.61696,-122.342647
Antioch University-Midwest,安提阿大学中西部,45387,Ohio,OH,Yellow Springs,39.795828,-83.892094
Mid-America Christian University,中间美国基督教大学,73170-9797,Oklahoma,OK,Oklahoma City,35.347785,-97.578297
Houston Graduate School of Theology,神学的休斯敦研究生院,77035-3602,Texas,TX,Houston,29.673347,-95.446838
Unification Theological Seminary,统一神学院,12507,New York,NY,Barrytown,42.005744,-73.922774
Ecumenical Theological Seminary,基督教神学院,48201,Michigan,MI,Detroit,42.34395,-83.055551
Landmark College,华厦学院,5346,Vermont,VT,Putney,42.977172,-72.512549
Yeshiva Gedolah of Greater Detroit,大底特律的叶史瓦Gedolah,48237,Michigan,MI,Oak Park,42.471924,-83.200754
Austin Graduate School of Theology,神学的奥斯汀研究生院,78752,Texas,TX,Austin,30.343788,-97.711706
Christian Life College,基督徒生活学院,60056-2522,Illinois,IL,Mount Prospect,42.074096,-87.930934
Knowledge Systems Institute,知识系统研究所,60076,Illinois,IL,Skokie,42.033757,-87.714601
Bethel Seminary-San Diego,伯特利学院圣地亚哥,92115,California,CA,San Diego,32.765189,-117.066378
Brandman University,Brandman大学,92618,California,CA,Irvine,33.655684,-117.768624
New College of Florida,新佛罗里达学院,34243-2109,Florida,FL,Sarasota,27.384925,-82.55858
Yeshivah Gedolah Rabbinical College,Yeshivah Gedolah拉比学院,33139,Florida,FL,Miami Beach,25.782409,-80.141029
University of the District of Columbia-David A Clarke School of Law,法哥 - 大卫·克拉克学校的特区大学,20008,District of Columbia,NA,Washington,38.94621,-77.065221
Mayo Graduate School,梅奥研究生院,55905,Minnesota,MN,Rochester,44.020617,-92.466919
South Florida Bible College and Theological Seminary,南佛罗里达圣经学院和神学院,33441,Florida,FL,Deerfield Beach,26.30354,-80.092381
Pennsylvania College of Technology,技术学院宾夕法尼亚,17701-5799,Pennsylvania,PA,Williamsport,41.2369,-77.0265
New York Academy of Art,艺术的纽约科学院,10013-2911,New York,NY,New York,40.718388,-74.006019
California State University-San Marcos,加州州立大学圣马科斯分校,92096-0001,California,CA,San Marcos,33.129115,-117.158013
Baptist Theological Seminary at Richmond,浸信会神学院在里士满,23228,Virginia,VA,Henrico,37.63259,-77.468551
Colorado Heights University,科罗拉多大学高地,80236-2711,Colorado,CO,Denver,39.661853,-105.028197
Hodges University,霍奇斯大学,34119-7932,Florida,FL,Naples,26.277222,-81.741241
Massachusetts School of Law,法律的马萨诸塞州学校,1810,Massachusetts,MA,Andover,42.688042,-71.20203
Oregon College of Oriental Medicine,东方医学学院俄勒冈,97209,Oregon,OR,Portland,45.523919,-122.671124
Bethel Seminary of the East,东方神贝瑟尔,20785,Maryland,MD,Landover,38.93445,-76.859041
Remington College-Honolulu Campus,雷明顿学院檀香山校园,96813-2811,Hawaii,HI,Honolulu,21.309273,-157.860023
New England School of Communications,通信的新英格兰学院,4401,Maine,ME,Bangor,44.827204,-68.789883
Adler Graduate School,阿德勒研究生院,55423,Minnesota,MN,Richfield,44.862865,-93.252532
Yeshiva Gedolah Imrei Yosef D'spinka,叶史瓦Gedolah Imrei约瑟夫D'spinka,11219,New York,NY,Brooklyn,40.628855,-73.992774
University of Washington-Bothell Campus,华盛顿 - 波塞尔大学校园,98011-8246,Washington,WA,Bothell,47.760718,-122.191454
University of Washington-Tacoma Campus,华盛顿塔科马校区大学,98402-3100,Washington,WA,Tacoma,47.244967,-122.437499
Northwest Indian College,印度西北大学,98226-9217,Washington,WA,Bellingham,48.794334,-122.614576
Phoenix Seminary,凤凰学院,85018-7607,Arizona,AZ,Phoenix,33.480354,-111.990628
Baker College of Port Huron,休伦港的贝克学院,48060,Michigan,MI,Port Huron,42.978709,-82.469672
Beacon College,灯塔学院,34748,Florida,FL,Leesburg,28.810799,-81.875619
Acupuncture and Integrative Medicine College-Berkeley,针灸和中西医结合大学伯克利,94704,California,CA,Berkeley,37.862754,-122.267636
Rabbi Jacob Joseph School,拉比雅各布约瑟夫学校,8817,New Jersey,NJ,Edison,40.499821,-74.399497
Everglades University,沼泽地大学,33431,Florida,FL,Boca Raton,26.391218,-80.108331
College of Biblical Studies-Houston,圣经学院研究休斯顿,77036-3211,Texas,TX,Houston,29.716681,-95.506566
Watkins College of Art Design & Film,艺术设计与电影的沃特金斯学院,37228,Tennessee,TN,Nashville,36.194659,-86.805888
Soka University of America,美国创价大学,92656-4105,California,CA,Aliso Viejo,33.549425,-117.734893
World Mission University,世界传教大学,90020,California,CA,Los Angeles,34.078818,-118.309136
Yo San University of Traditional Chinese Medicine,中国传统医学的呦圣大学,90066,California,CA,Los Angeles,33.9929,-118.442947
Widener University-Harrisburg Campus,威得恩大学哈里斯堡分校,17110-9450,Pennsylvania,PA,Harrisburg,40.324861,-76.854612
Baker College of Auburn Hills,奥本山贝克学院,48326-2642,Michigan,MI,Auburn Hills,42.659868,-83.249027
Baker College of Clinton Township,克林顿镇的贝克学院,48035,Michigan,MI,Clinton Township,42.553231,-82.90907
Baker College of Cadillac,凯迪拉克的贝克学院,49601-9600,Michigan,MI,Cadillac,44.268014,-85.380045
Yeshivas Novominsk,神学院Novominsk,11204,New York,NY,Brooklyn,40.623611,-73.989901
Rabbinical College of Ohr Shimon Yisroel,Ohr先生西蒙Yisroel的拉比学院,11211,New York,NY,Brooklyn,40.704205,-73.956537
Wright Career College,赖特职业学院,66210-1616,Kansas,KS,Overland Park,38.93368,-94.669121
City College-Gainesville,城市学院，盖恩斯维尔,32607,Florida,FL,Gainesville,29.65601,-82.4168
Arizona State University-West,亚利桑那州立大学西,85306,Arizona,AZ,Glendale,33.60726,-112.160021
Lake Erie College of Osteopathic Medicine,骨科医学伊利湖学院,16509-1025,Pennsylvania,PA,Erie,42.080699,-80.105969
Erikson Institute,埃里克森研究所,60654-4510,Illinois,IL,Chicago,41.890279,-87.632238
South Texas College,南德克萨斯学院,78502-9701,Texas,TX,McAllen,26.217591,-98.253634
Roger Williams University School of Law,法律的威廉斯学院,02809-5171,Rhode Island,RI,Bristol,41.650974,-71.261978
California State University-Monterey Bay,加州州立大学，蒙特雷湾,93955-8001,California,CA,Seaside,36.653724,-121.799216
Remington College-Memphis Campus,雷明顿学院孟菲斯校区,38132,Tennessee,TN,Memphis,35.071403,-89.989881
College of Menominee Nation,梅诺米尼民族学院,54135-1179,Wisconsin,WI,Keshena,44.858914,-88.627005
Baker College of Jackson,杰克逊贝克学院,49202-1290,Michigan,MI,Jackson,42.278175,-84.451226
Baker College Center for Graduate Studies,贝克大学中心研究生,48507,Michigan,MI,Flint,42.974759,-83.694495
Johnson & Wales University-North Miami,强生威尔士大学北迈阿密,33181,Florida,FL,North Miami,25.894337,-80.164797
Trine University-Regional/Non-Traditional Campuses,特里尼大学区域/非传统校园,46825,Indiana,IN,Fort Wayne,41.176826,-85.108364
Phillips Theological Seminary,菲利普斯神学院,74116-5612,Oklahoma,OK,Tulsa,36.167983,-95.868146
The University of Texas MD Anderson Cancer Center,得克萨斯大学MD安德森癌症中心的大学,77030-4009,Texas,TX,Houston,29.705395,-95.40079
Augusta Area Dietetic Internship-University Hospital,奥古斯塔地区的饮食实习，大学医院,30901-2629,Georgia,GA,Augusta,33.472447,-81.981962
Messenger College,信使学院,76040-4202,Texas,TX,Euless,32.8313,-97.100191
New York College of Health Professions,卫生职业纽约大学,11791-4413,New York,NY,Syosset,40.807605,-73.517755
Southwest College of Naturopathic Medicine & Health Sciences,的自然疗法医学与健康科学学院西南,85282,Arizona,AZ,Tempe,33.408742,-111.894935
Yeshiva D'monsey Rabbinical College,叶史瓦D'monsey拉比学院,10952,New York,NY,Monsey,41.115776,-74.065944
Arizona State University-Polytechnic,亚利桑那州立大学，理工学院,85212,Arizona,AZ,Mesa,33.307095,-111.682585
Bakke Graduate University,巴克研究生院,98104,Washington,WA,Seattle,47.608024,-122.328613
Midwestern University-Glendale,中西部大学格伦代尔,85308,Arizona,AZ,Glendale,33.663217,-112.183556
Embry-Riddle Aeronautical University-Worldwide,安柏瑞德航空航天大学 - 全球,32114-3900,Florida,FL,Daytona Beach,29.18927,-81.04951
Ottawa University-Milwaukee,渥太华大学密尔沃基,53005,Wisconsin,WI,Brookfield,43.02963,-88.115185
American College of Traditional Chinese Medicine,中国传统医学的美国大学,94107,California,CA,San Francisco,37.760503,-122.398242
New Hampshire Institute of Art,艺术新罕布什尔学院,03104-4858,New Hampshire,NH,Manchester,42.992752,-71.458838
